"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX6453016","GSM3944631: siDF2_ActD_2h_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106358","","714.16","1","33284347","1697501697","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453015","GSM3944630: siDF1_ActD_2h_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106357","","869.59","1","40686166","2074994466","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453014","GSM3944629: siDF1_ActD_2h_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106356","","684.77","1","31842330","1623958830","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453013","GSM3944628: siNC1_ActD_2h_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106355","","862.56","1","40161919","2048257869","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453012","GSM3944627: siNC1_ActD_2h_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106354","","743.48","1","34286142","1748593242","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453011","GSM3944626: siDF23_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106353","","838.81","1","38393154","1958050854","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453010","GSM3944625: siDF23_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106352","","938.1","1","43560800","2221600800","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453009","GSM3944624: siDF13_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106351","","751.01","1","33914321","1729630371","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453008","GSM3944623: siDF13_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106350","","699.28","1","31742672","1618876272","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453007","GSM3944622: siDF12_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106349","","887.22","1","40596114","2070401814","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453006","GSM3944621: siDF12_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106348","","528.27","1","24938613","1271869263","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453005","GSM3944620: riboseq_siDF123_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106347","","461.24","1","29889024","935676824","","OTHER","TRANSCRIPTOMIC","other"
"SRX6453004","GSM3944619: riboseq_siDF123_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106346","","440.45","1","27924858","900981881","","OTHER","TRANSCRIPTOMIC","other"
"SRX6453003","GSM3944618: riboseq_siDF123_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106345","","535.48","1","32034872","1076768918","","OTHER","TRANSCRIPTOMIC","other"
"SRX6453002","GSM3944617: riboseq_siDF3_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106344","","557.34","1","36268824","1111938849","","OTHER","TRANSCRIPTOMIC","other"
"SRX6453001","GSM3944616: riboseq_siDF3_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106343","","472.66","1","29039697","974563320","","OTHER","TRANSCRIPTOMIC","other"
"SRX6453000","GSM3944615: riboseq_siDF3_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106342","","457.98","1","28800317","929362480","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452999","GSM3944614: riboseq_siDF2_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106341","","533.1","1","34957347","1079057115","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452998","GSM3944613: riboseq_siDF2_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106340","","392.51","1","24885789","791249549","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452997","GSM3944612: riboseq_siDF2_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106339","","545.01","1","35466032","1080829018","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452996","GSM3944611: riboseq_siDF1_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106338","","480.97","1","31544236","957114746","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452995","GSM3944610: riboseq_siDF1_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106337","","397.74","1","26355163","804312615","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452994","GSM3944636: siDF123_ActD_2h_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106336","","777.44","1","36525677","1862809527","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452993","GSM3944635: siDF123_ActD_2h_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106335","","817.03","1","37866491","1931191041","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452992","GSM3944634: siDF3_ActD_2h_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106334","","618.73","1","29222058","1490324958","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452991","GSM3944609: riboseq_siDF1_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106333","","410.42","1","26469592","815688257","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452990","GSM3944608: riboseq_siNC1_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106332","","443.92","1","28366871","895893382","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452989","GSM3944607: riboseq_siNC1_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106331","","519.09","1","34234752","1047246444","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452988","GSM3944606: riboseq_siNC1_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106330","","612.24","1","37866608","1225037253","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452987","GSM3944605: siDF123_4; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106329","","1725.27","1","79386095","4048690845","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452986","GSM3944604: riboseq_input_siDF123_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106328","","766.29","1","31297796","1567566057","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452985","GSM3944603: riboseq_input_siDF123_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106327","","604.78","1","24673500","1234884660","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452984","GSM3944602: riboseq_input_siDF123_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106326","","588.28","1","24179667","1208186556","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452983","GSM3944601: siDF3_4; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106325","","690.23","1","31731811","1618322361","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452982","GSM3944600: riboseq_input_siDF3_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106324","","578.69","1","23630542","1183252259","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452981","GSM3944599: riboseq_input_siDF3_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106323","","837.69","1","34207680","1712604510","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452980","GSM3944598: riboseq_input_siDF3_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106322","","577.34","1","23704988","1182535322","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452979","GSM3944597: siDF2_4; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106321","","534.31","1","24712164","1260320364","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452978","GSM3944596: riboseq_input_siDF2_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106320","","654.36","1","26888669","1348021216","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452977","GSM3944595: riboseq_input_siDF2_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106319","","1040.32","1","41670904","2088905547","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452976","GSM3944594: riboseq_input_siDF2_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106318","","1206.1","1","48816254","2444883635","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452975","GSM3944593: siDF1_4; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106317","","658.19","1","30628864","1562072064","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452974","GSM3944592: riboseq_input_siDF1_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106316","","791.96","1","31673867","1585948762","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452973","GSM3944591: riboseq_input_siDF1_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106315","","912.47","1","36659542","1835101204","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452972","GSM3944590: riboseq_input_siDF1_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106314","","1011.58","1","40832103","2045816597","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452971","GSM3944589: siNC1_4; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106313","","607.75","1","28708393","1464128043","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6452970","GSM3944588: riboseq_input_siNC1_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106312","","1024.46","1","41451833","2078739920","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452969","GSM3944587: riboseq_input_siNC1_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106311","","996.98","1","39783681","1995782444","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452968","GSM3944586: riboseq_input_siNC1_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106310","","708.57","1","27971370","1400274461","","OTHER","TRANSCRIPTOMIC","other"
"SRX6099398","GSM3900219: RNA_siP_3; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999926","","822.56","1","31739348","1586967400","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6099397","GSM3900218: RNA_siP_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999925","","870.49","1","33220175","1661008750","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6099396","GSM3900217: RNA_siP_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999924","","587.2","1","22409727","1120486350","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6099395","GSM3900216: RNA_NSC_3; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999922","","817.24","1","31334363","1566718150","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6099394","GSM3900215: RNA_NSC_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999923","","980.42","1","38034701","1901735050","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6099393","GSM3900214: RNA_NSC_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999921","","937.84","1","36136402","1806820100","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6099392","GSM3900213: Ribo_siP_3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999920","","974.35","1","37797813","1889890650","","OTHER","TRANSCRIPTOMIC","other"
"SRX6099391","GSM3900212: Ribo_siP_2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999919","","900.2","1","35079021","1753951050","","OTHER","TRANSCRIPTOMIC","other"
"SRX6099390","GSM3900211: Ribo_siP_1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP202033","Ribosome profiling of A549 cells depleted of RPLP1 and RPLP2 and infected with DENV.","SRS4999916","","689.76","1","26870362","1343518100","","OTHER","TRANSCRIPTOMIC","other"
