"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX9786609","GSM5006210: rep2 ribo-seq araM; Escherichia coli; OTHER","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973516","","12659.03","1","455393136","34609878336","","OTHER","TRANSCRIPTOMIC","other"
"SRX9786608","GSM5006209: rep1 RNAseq araP; Escherichia coli; RNA-Seq","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973517","","9289.33","1","350139541","26610605116","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9786607","GSM5006208: rep1 RNAseq araM; Escherichia coli; RNA-Seq","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973515","","7212.62","1","284033454","21586542504","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9786606","GSM5006207: rep1 ribo-seq araP; Escherichia coli; OTHER","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973514","","8309.25","1","330060145","25084571020","","OTHER","TRANSCRIPTOMIC","other"
"SRX9786605","GSM5006206: rep1 ribo-seq araM; Escherichia coli; OTHER","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973513","","9494.92","1","357254208","27151319808","","OTHER","TRANSCRIPTOMIC","other"
"DRX248855","Illumina HiSeq 1500 sequencing of SAMD00261888","Streptococcus pneumoniae","Illumina HiSeq 1500","CHIBA_U","DRP006846","Ribosome profiling in Streptococcus pneumoniae reveals the role of methylation of 23S rRNA nucleotide G748 on ribosome stalling.","DRS167257","","0","1","0","0","","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX248854","Illumina HiSeq 1500 sequencing of SAMD00261887","Streptococcus pneumoniae","Illumina HiSeq 1500","CHIBA_U","DRP006846","Ribosome profiling in Streptococcus pneumoniae reveals the role of methylation of 23S rRNA nucleotide G748 on ribosome stalling.","DRS167256","","0","1","0","0","","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX248851","Illumina HiSeq 1500 sequencing of SAMD00261884","Streptococcus pneumoniae","Illumina HiSeq 1500","CHIBA_U","DRP006846","Ribosome profiling in Streptococcus pneumoniae reveals the role of methylation of 23S rRNA nucleotide G748 on ribosome stalling.","DRS167253","","0","1","0","0","","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX248850","Illumina HiSeq 1500 sequencing of SAMD00261883","Streptococcus pneumoniae","Illumina HiSeq 1500","CHIBA_U","DRP006846","Ribosome profiling in Streptococcus pneumoniae reveals the role of methylation of 23S rRNA nucleotide G748 on ribosome stalling.","DRS167252","","0","1","0","0","","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX245365","Illumina HiSeq 4000 sequencing of SAMD00258768","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166433","","628.61","1","43686081","1518840054","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245364","Illumina HiSeq 4000 sequencing of SAMD00258767","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166432","","703.81","1","47051979","1624244245","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245363","Illumina HiSeq 4000 sequencing of SAMD00258766","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166431","","657.69","1","45575326","1602016181","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245362","Illumina HiSeq 4000 sequencing of SAMD00258765","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166430","","509.19","1","34281452","1176637978","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245361","Illumina HiSeq 4000 sequencing of SAMD00258764","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166429","","458.64","1","31495321","1111235861","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245360","Illumina HiSeq 4000 sequencing of SAMD00258763","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166428","","828.93","1","55434616","1923586815","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245359","Illumina HiSeq 4000 sequencing of SAMD00258762","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166427","","874.27","1","60864576","2145161510","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"DRX245358","Illumina HiSeq 4000 sequencing of SAMD00258761","Arabidopsis thaliana","Illumina HiSeq 4000","KYOTO_SC","DRP006829","Ribosome profiling using plant, Arabidopsis thaliana","DRS166426","","792.95","1","53029459","1837645023","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7918724","Ribo-seq, At-hcf107, midday  rep 2","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6325117","","723.36","1","21258056","2147063656","Ribo-seq, At-hcf107, midday rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7918723","Ribo-seq,  Wide type of At-hcf107, midday rep 2","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6325116","","694.26","1","20504017","2070905717","Ribo-seq, Wide type of At-hcf107, midday rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902762","Ribo-seq, Action spectrum analysis, plus blue light rep 2","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310392","","966.04","1","29616169","2991233069","Ribo-seq, Action spectrum analysis, plus blue light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902761","Ribo-seq, Action spectrum analysis, plus UV-A light rep 2","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310391","","847.51","1","26142283","2640370583","Ribo-seq, Action spectrum analysis, plus UV-A light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902760","Ribo-seq, Action spectrum analysis, plus white light rep 2","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310390","","795.89","1","24768445","2501612945","Ribo-seq, Action spectrum analysis, plus white light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902755","Ribo-seq, Action spectrum analysis, no extra light rep 2","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310389","","865.16","1","26700998","2696800798","Ribo-seq, Action spectrum analysis, no extra light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902750","Ribo-seq, Zm-hcf136, reillumination rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310387","","357.86","1","15243320","1158492320","Ribo-seq, Zm-hcf136, reillumination rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902749","Ribo-seq, Zm-hcf136, 1h dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310388","","250.95","1","10529941","800275516","Ribo-seq, Zm-hcf136, 1h dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902748","Ribo-seq, Zm-hcf136, midday rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310385","","457.26","1","19239313","1462187788","Ribo-seq, Zm-hcf136, midday rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902747","Ribo-seq, Wide type of Zm-hcf136, reillumination rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310386","","449.81","1","19106427","1452088452","Ribo-seq, Wide type of Zm-hcf136, reillumination rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902746","Ribo-seq, Wide type of Zm-hcf136, 1h dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310384","","303.99","1","12984669","986834844","Ribo-seq, Wide type of Zm-hcf136, 1h dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902745","Ribo-seq, Wide type of Zm-hcf136, midday rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310383","","436.08","1","18524567","1407867092","Ribo-seq, Wide type of Zm-hcf136, midday rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902744","Ribo-seq, Action spectrum analysis, plus red light rep 1","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310382","","725.21","1","22217770","2243994770","Ribo-seq, Action spectrum analysis, plus red light rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902743","Ribo-seq, Zm-hcf136, reillumination rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310380","","851.41","1","25518328","2577351128","Ribo-seq, Zm-hcf136, reillumination rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902742","Ribo-seq, Zm-hcf136, 1h dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310381","","599.3","1","18033401","1821373501","Ribo-seq, Zm-hcf136, 1h dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902741","Ribo-seq, Zm-hcf136, midday rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310379","","700.64","1","21090327","2130123027","Ribo-seq, Zm-hcf136, midday rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902740","Ribo-seq, Wide type of Zm-hcf136, reillumination rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310378","","460.67","1","20136295","1530358420","Ribo-seq, Wide type of Zm-hcf136, reillumination rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902739","Ribo-seq, Wide type of Zm-hcf136, 1h dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310377","","462.99","1","19457257","1478751532","Ribo-seq, Wide type of Zm-hcf136, 1h dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902738","Ribo-seq, Wide type of Zm-hcf136, midday rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310376","","333.38","1","14332768","1089290368","Ribo-seq, Wide type of Zm-hcf136, midday rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902737","Ribo-seq, Zm-hcf107, reillumination rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310375","","878.94","1","24904484","2515352884","Ribo-seq, Zm-hcf107, reillumination rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902736","Ribo-seq, Zm-hcf107, 1h dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310374","","870.64","1","24863815","2511245315","Ribo-seq, Zm-hcf107, 1h dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902735","Ribo-seq, Zm-hcf107, midday rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310373","","470.28","1","13377041","1351081141","Ribo-seq, Zm-hcf107, midday rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902734","Ribo-seq, Wide type of Zm-hcf107, reillumination rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310371","","725.58","1","20741535","2094895035","Ribo-seq, Wide type of Zm-hcf107, reillumination rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902733","Ribo-seq, Action spectrum analysis, plus white green rep 1","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310372","","653.03","1","20072483","2027320783","Ribo-seq, Action spectrum analysis, plus green light rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902732","Ribo-seq, Wide type of Zm-hcf107, 1h dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310370","","471.16","1","13174514","1330625914","Ribo-seq, Wide type of Zm-hcf107, 1h dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902731","Ribo-seq, Wide type of Zm-hcf107, midday rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310369","","541.41","1","15612682","1576880882","Ribo-seq, Wide type of Zm-hcf107, midday rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX7902730","Ribo-seq, Zm-hcf107, reillumination rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310368","","433.14","1","13446684","1358115084","Ribo-seq, Zm-hcf107, reillumination rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902729","Ribo-seq, Zm-hcf107, 1h dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310366","","391.47","1","12106249","1222731149","Ribo-seq, Zm-hcf107, 1h dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902728","Ribo-seq, Zm-hcf107, midday rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310367","","795.26","1","21926390","2214565390","Ribo-seq, Zm-hcf107, midday rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902727","Ribo-seq, Wide type of Zm-hcf107, reillumination rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310365","","1635.03","1","51509548","5202464348","Ribo-seq, Wide type of Zm-hcf107, reillumination rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902726","Ribo-seq, Wide type of Zm-hcf107, 1h dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310364","","1160.7","1","36864130","3723277130","Ribo-seq, Wide type of Zm-hcf107, 1h dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902725","Ribo-seq, Wide type of Zm-hcf107, midday rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310363","","1024.07","1","32197108","3251907908","Ribo-seq, Wide type of Zm-hcf107, midday rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX7902724","Ribo-seq, At-hcf136, reillumination","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310362","","2062.66","1","65439255","6609364755","Ribo-seq, At-hcf136, reillumination","OTHER","TRANSCRIPTOMIC","other"
"SRX7902723","Ribo-seq, At-hcf136, 1h dark","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP252598","Action spectrum analysis of translation in arabidopsis and translation in photosynthetic mutants of maize and arabidopsis","SRS6310360","","1705.05","1","53684699","5422154599","Ribo-seq, At-hcf136, 1h dark","OTHER","TRANSCRIPTOMIC","other"
