Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,source_name,GEO_Accession (exp),Library Name,TISSUE,Strain,Cell_type,Cell_line,TREATMENT,Age,Genotype,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,common_name,Broker_name,sex,BioSampleModel,molecule_subtype,REPLICATE,Organism_part,disease,Fraction,infect,inhibitors,internal_animal_id,Cultivar,Developmental_stage,Experimental_Factor:_infect (exp),sirna,Isolate,protocol,TIME_POINT,dev_stage,injection_route,SAMPLE_TYPE,BIOMATERIAL_PROVIDER,Experimental_Factor:_genotype (exp),rna_processing,sequencing_protocol,assay,Biological_Repeat,compound,Experimental_Factor:_protocol (exp),experiment_type,LINE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,molecule_type,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent_Code,Ecotype,gap_accession,study_design,study_name,subject_is_affected,submitted_subject_id,BREED,Experimental_Factor:_compound (exp),Experimental_Factor:_MHV-A59 (exp),Experimental_Factor:_cycloheximide (exp),stress_type,agent,study_disease,growth_condition,rna_fraction,spike-in,oldname,tissue_source,genotype/variation,AssemblyName,BioSample_ID,Clone,collected_by,gender,rpl10_form,disease_stage,ethinicity,Collection_Date,Experimental_Factor:_1 (exp),Experimental_Factor:_harringtonine_+_cycloheximide (exp),cell_subtype,environmental_history,Experimental_Factor:_8 (exp),Experimental_Factor:_Mock (exp),Experimental_Factor:_sampling_time_point (exp),Molecule,profiling,rna_population,sample_treatment,Stage,strategy,viral_strain,assay_type,assay_types,genetic_modification,substrain,Day,library_strategy,Experimental_Factor:_dose (exp),experimental_factor:_infection,stimulation,transduced,assayed_molecule,Experimental_Factor:_stimulus (exp),Experimental_Factor:_strain (exp),HOST,Isolation_Source,Replicates,Replication,treatment_of_lysate
SRR21595021,OTHER,124,2866056934,PRJNA880902,SAMN30876391,1460508722,UNIVERSITY OF PITTSBURGH,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17596678,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-06T00:00:00Z,2022-09-16T04:41:00Z,1,GSM6586865,SRP397502,epithelial,,GSM6586865,epithelial,,cancer,RKO,400 uM Arg,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21595022,OTHER,127,4718528400,PRJNA880902,SAMN30876392,2368363333,UNIVERSITY OF PITTSBURGH,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX17596677,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-06T00:00:00Z,2022-09-16T04:45:00Z,1,GSM6586864,SRP397502,epithelial,,GSM6586864,epithelial,,cancer,RKO,400 uM Arg,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21595023,OTHER,125,3683977068,PRJNA880902,SAMN30876393,1865920140,UNIVERSITY OF PITTSBURGH,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17596676,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-06T00:00:00Z,2022-09-16T04:38:00Z,1,GSM6586863,SRP397502,epithelial,,GSM6586863,epithelial,,cancer,RKO,12.5 uM Arg,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21595024,OTHER,126,3403083545,PRJNA880902,SAMN30876394,1703613543,UNIVERSITY OF PITTSBURGH,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17596675,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-06T00:00:00Z,2022-09-16T04:39:00Z,1,GSM6586862,SRP397502,epithelial,,GSM6586862,epithelial,,cancer,RKO,12.5 uM Arg,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21595025,OTHER,127,3948985657,PRJNA880902,SAMN30876395,1978959221,UNIVERSITY OF PITTSBURGH,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17596674,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-06T00:00:00Z,2022-09-16T04:43:00Z,1,GSM6586861,SRP397502,epithelial,,GSM6586861,epithelial,,cancer,RKO,12.5 uM Arg,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR9951986,OTHER,85,8705855818,PRJEB54714,SAMEA110356746,3468982801,"Institut de Biologie Int̩grative de la Cellule (Gif-sur-Yvette, France)",public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",ERX9495406,NextSeq 500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-16T00:00:00Z,2022-07-28T21:33:00Z,1,SAMEA110356746,ERP139564,,,Riboseq-Col-0 biol rep 1_s,,,,,,,wild type genotype,2022-07-15,2022-07-15,2022-07-15,2022-07-15,SAMEA110356746,Botanical Institute of the Christian-Albrechts-University of Kiel Genetics and molecularbiology in plants,Botanical Institute of the Christian-Albrechts-University of Kiel Genetics and molecularbiology in plants,2022-07-15T16:29:40Z,2022-07-15T16:29:40Z,public,E-MTAB-11950:Riboseq-Col-0 biol rep 1,E-MTAB-11950:Riboseq-Col-0 biol rep 1,thale cress,ArrayExpress,,,,,flower,,,,,,,,,,not applicable,,,,,,,wild type genotype,,,,,,,,,,,,,,,,,,Col-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354853,OTHER,50,5945181750,PRJNA931294,SAMN33058126,1690912164,MCGILL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX19296223,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:19:00Z,1,GF_CHX_2,SRP421257,,,SOS1817A10,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleCHX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354854,OTHER,50,5490162050,PRJNA931294,SAMN33058125,1555349425,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX19296222,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:06:00Z,1,GF_CHX_1,SRP421257,,,SOS1817A9,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleCHX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354855,OTHER,101,21056078222,PRJNA931294,SAMN33058124,6635323485,MCGILL UNIVERSITY,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX19296221,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:54:00Z,1,GF_8,SRP421257,,,SOS1817A8,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 3,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354856,OTHER,101,14146858506,PRJNA931294,SAMN33058123,4620527044,MCGILL UNIVERSITY,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX19296220,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:33:00Z,1,GF_7,SRP421257,,,SOS1817A7,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354857,OTHER,101,16711597764,PRJNA931294,SAMN33058122,5377949686,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX19296219,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:34:00Z,1,GF_6,SRP421257,,,SOS1817A6,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354858,OTHER,50,5306294750,PRJNA931294,SAMN33058121,1535585742,MCGILL UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19296218,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:07:00Z,1,GF_5,SRP421257,,,SOS1817A5,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 5,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleVEH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354859,OTHER,50,5724128700,PRJNA931294,SAMN33058120,1665176456,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19296217,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:12:00Z,1,GF_4,SRP421257,,,SOS1817A4,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 4,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleVEH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354860,OTHER,50,3647104000,PRJNA931294,SAMN33058141,1057967739,MCGILL UNIVERSITY,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19296216,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:09:00Z,1,TOTAL_4,SRP421257,,,SOS1817A25,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PolysomeVeh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354861,OTHER,50,7016342350,PRJNA931294,SAMN33058140,2040888508,MCGILL UNIVERSITY,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX19296215,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:16:00Z,1,TOTAL_3,SRP421257,,,SOS1817A24,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PolysomeVeh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354862,OTHER,50,5081375100,PRJNA931294,SAMN33058139,1476975305,MCGILL UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX19296214,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:08:00Z,1,TOTAL_2,SRP421257,,,SOS1817A23,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PolysomeSalt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354863,OTHER,50,5940825650,PRJNA931294,SAMN33058138,1723560836,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX19296213,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:09:00Z,1,TOTAL_1,SRP421257,,,SOS1817A22,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PolysomeSalt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354865,OTHER,50,8946058750,PRJNA931294,SAMN33058119,2564740268,MCGILL UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX19296211,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:21:00Z,1,GF_3,SRP421257,,,SOS1817A3,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 3,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleVEH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354870,OTHER,101,16121122373,PRJNA931294,SAMN33058132,5411469952,MCGILL UNIVERSITY,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX19296206,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:49:00Z,1,PF_3,SRP421257,,,SOS1817A16,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 3,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354871,OTHER,101,17444910789,PRJNA931294,SAMN33058131,5564059941,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX19296205,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:44:00Z,1,PF_2,SRP421257,,,SOS1817A15,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354872,OTHER,101,2800326505,PRJNA931294,SAMN33058130,913770035,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX19296204,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-06T23:54:00Z,1,PF_1,SRP421257,,,SOS1817A14,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354873,OTHER,50,4244542650,PRJNA931294,SAMN33058129,1234119526,MCGILL UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX19296203,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:08:00Z,1,GF_NOSALT_2,SRP421257,,,SOS1817A13,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleSALT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354874,OTHER,50,3915476850,PRJNA931294,SAMN33058128,1134728423,MCGILL UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX19296202,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:06:00Z,1,GF_NOSALT_1,SRP421257,,,SOS1817A12,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleSALT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354875,OTHER,50,4519558000,PRJNA931294,SAMN33058127,1326118554,MCGILL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX19296201,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:07:00Z,1,GF_CHX_3,SRP421257,,,SOS1817A11,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 3,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleCHX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354876,OTHER,50,4863434050,PRJNA931294,SAMN33058118,1374367032,MCGILL UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX19296200,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:07:00Z,1,GF_2,SRP421257,,,SOS1817A2,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 2,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleVEH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23354877,OTHER,50,6200461700,PRJNA931294,SAMN33058117,1749050482,MCGILL UNIVERSITY,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX19296199,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2023-02-07T00:00:00Z,2023-02-07T00:12:00Z,1,GF_1,SRP421257,,,SOS1817A1,brain,Sprague-Dawley,,,,5 days,,,,,,,,,,,,,,,,not determined,Model organism or animal,,biological replicate 1,,,,,,,,,,,,,,P5,,tissue sample(brain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granuleVEH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR9951989,OTHER,85,7527085558,PRJEB54714,SAMEA110356749,2961058988,"Institut de Biologie Int̩grative de la Cellule (Gif-sur-Yvette, France)",public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",ERX9495409,NextSeq 500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-15T00:00:00Z,2022-07-28T21:28:00Z,1,SAMEA110356749,ERP139564,,,Riboseq-dweorg1 biol rep 2_s,,,,,,,DWEORG1 mutant,2022-07-15,2022-07-15,2022-07-15,2022-07-15,SAMEA110356749,Botanical Institute of the Christian-Albrechts-University of Kiel Genetics and molecularbiology in plants,Botanical Institute of the Christian-Albrechts-University of Kiel Genetics and molecularbiology in plants,2022-07-15T16:29:40Z,2022-07-15T16:29:40Z,public,E-MTAB-11950:Riboseq-dweorg1 biol rep 2,E-MTAB-11950:Riboseq-dweorg1 biol rep 2,thale cress,ArrayExpress,,,,,flower,,,,,,,,,,not applicable,,,,,,,DWEORG1 mutant,,,,,,,,,,,,,,,,,,GK-188B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR9951988,OTHER,85,10500536277,PRJEB54714,SAMEA110356748,4156873585,"Institut de Biologie Int̩grative de la Cellule (Gif-sur-Yvette, France)",public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",ERX9495408,NextSeq 500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-16T00:00:00Z,2022-07-28T21:44:00Z,1,SAMEA110356748,ERP139564,,,Riboseq-dweorg1 biol rep 1_s,,,,,,,DWEORG1 mutant,2022-07-15,2022-07-15,2022-07-15,2022-07-15,SAMEA110356748,Botanical Institute of the Christian-Albrechts-University of Kiel Genetics and molecularbiology in plants,Botanical Institute of the Christian-Albrechts-University of Kiel Genetics and molecularbiology in plants,2022-07-15T20:28:32Z,2022-07-15T20:28:32Z,public,E-MTAB-11950:Riboseq-dweorg1 biol rep 1,E-MTAB-11950:Riboseq-dweorg1 biol rep 1,thale cress,ArrayExpress,,,,,flower,,,,,,,,,,not applicable,,,,,,,DWEORG1 mutant,,,,,,,,,,,,,,,,,,GK-188B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21871246,RNA-Seq,51,1364626431,PRJNA889730,SAMN31251225,451517009,UCSF,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17858388,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-10-18T00:00:00Z,2022-10-12T11:18:00Z,1,GSM6631693,SRP402122,Brain,,GSM6631693,Brain,,,GTML,Rapamycin (5 nM),,Human MYCN overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21871247,RNA-Seq,51,1740308700,PRJNA889730,SAMN31251226,575099773,UCSF,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17858387,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-10-18T00:00:00Z,2022-10-12T11:20:00Z,1,GSM6631692,SRP402122,Brain,,GSM6631692,Brain,,,GTML,Rapamycin (5 nM),,Human MYCN overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21871248,RNA-Seq,51,1354500075,PRJNA889730,SAMN31251227,452007128,UCSF,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17858386,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-10-18T00:00:00Z,2022-10-12T11:17:00Z,1,GSM6631691,SRP402122,Brain,,GSM6631691,Brain,,,GTML,Rapamycin (5 nM),,Human MYCN overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21871249,RNA-Seq,51,1687472853,PRJNA889730,SAMN31251228,566767634,UCSF,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17858385,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-10-18T00:00:00Z,2022-10-12T11:17:00Z,1,GSM6631690,SRP402122,Brain,,GSM6631690,Brain,,,GTML,Rapalink-1 (50nM),,Human MYCN overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
